table_name , partition_name ,subpartition_name , num_rows , sample_size , last_analyzed , global_stats , stale_stats
FT_T_PNDF,,,0,0,09-MAY-17,YES,NO
FT_T_PNPP,,,0,0,09-MAY-17,YES,NO
FT_T_PNPT,,,0,0,09-MAY-17,YES,NO
FT_T_PNSE,,,0,0,09-MAY-17,YES,NO
FT_T_PNSG,,,0,0,09-MAY-17,YES,NO
FT_T_POGP,,,0,0,09-MAY-17,YES,NO
FT_T_POGR,,,0,0,09-MAY-17,YES,NO
FT_T_POS1,,,5794578,5794578,14-MAR-18,YES,NO
FT_T_POS2,,,226334,226334,05-MAR-18,YES,NO
FT_T_POSH,,,0,0,09-MAY-17,YES,NO
FT_T_POSH,FT_T_POSH_P0,,0,,09-MAY-17,YES,NO
FT_T_POSJ,,,0,0,09-MAY-17,YES,NO
FT_T_POSJ,FT_T_POSJ_P0,,0,,09-MAY-17,YES,NO
FT_T_POSN,,,0,0,09-MAY-17,YES,NO
FT_T_POSR,,,676,676,09-MAY-17,YES,NO
FT_T_POSV,,,0,0,09-MAY-17,YES,NO
FT_T_PPCL,,,0,0,09-MAY-17,YES,NO
FT_T_PPDC,,,0,0,09-MAY-17,YES,NO
FT_T_PPDF,,,0,0,09-MAY-17,YES,NO
FT_T_PPDH,,,0,0,09-MAY-17,YES,NO
FT_T_PPDS,,,0,0,09-MAY-17,YES,NO
FT_T_PPED,,,0,0,09-MAY-17,YES,NO
FT_T_PPGP,,,0,0,09-MAY-17,YES,NO
FT_T_PPGR,,,0,0,09-MAY-17,YES,NO
FT_T_PPGU,,,0,0,09-MAY-17,YES,NO
FT_T_PPID,,,0,0,09-MAY-17,YES,NO
FT_T_PPLM,,,0,0,09-MAY-17,YES,NO
FT_T_PPRT,,,0,0,09-MAY-17,YES,NO
FT_T_PPRY,,,0,0,09-MAY-17,YES,NO
FT_T_PPSS,,,0,0,09-MAY-17,YES,NO
FT_T_PPST,,,0,0,09-MAY-17,YES,NO
FT_T_PPTY,,,0,0,09-MAY-17,YES,NO
FT_T_PPVL,,,0,0,09-MAY-17,YES,NO
FT_T_PRAC,,,0,0,09-MAY-17,YES,NO
FT_T_PRAG,,,0,0,09-MAY-17,YES,NO
FT_T_PRCL,,,0,0,09-MAY-17,YES,NO
FT_T_PRCP,,,0,0,09-MAY-17,YES,NO
FT_T_PRDC,,,9,9,09-MAY-17,YES,NO
FT_T_PRDT,,,16,16,09-MAY-17,YES,NO
FT_T_PRFD,,,0,0,09-MAY-17,YES,NO
FT_T_PRFH,,,0,0,09-MAY-17,YES,NO
FT_T_PRFS,,,0,0,09-MAY-17,YES,NO
FT_T_PRGP,,,1312,1312,09-MAY-17,YES,NO
FT_T_PRGR,,,165,165,09-MAY-17,YES,NO
FT_T_PRGU,,,0,0,09-MAY-17,YES,NO
FT_T_PRID,,,0,0,09-MAY-17,YES,NO
FT_T_PRLP,,,0,0,09-MAY-17,YES,NO
FT_T_PRMK,,,11,11,20-OCT-17,YES,NO
FT_T_PRMM,,,20,20,09-MAY-17,YES,NO
FT_T_PRMP,,,4393,4393,09-MAY-17,YES,NO
FT_T_PROD,,,0,0,09-MAY-17,YES,NO
FT_T_PROP,,,0,0,09-MAY-17,YES,NO
FT_T_PRPM,,,45,45,09-MAY-17,YES,NO
FT_T_PRPP,,,0,0,09-MAY-17,YES,NO
FT_T_PRPT,,,46,46,09-MAY-17,YES,NO
FT_T_PRPU,,,0,0,09-MAY-17,YES,NO
FT_T_PRRG,,,0,0,09-MAY-17,YES,NO
FT_T_PRRL,,,26,26,09-MAY-17,YES,NO
FT_T_PRSD,,,23,23,09-MAY-17,YES,NO
FT_T_PRST,,,0,0,09-MAY-17,YES,NO
FT_T_PRTB,,,0,0,09-MAY-17,YES,NO
FT_T_PRTS,,,0,0,09-MAY-17,YES,NO
FT_T_PRVA,,,0,0,09-MAY-17,YES,NO
FT_T_PRVI,,,0,0,05-MAR-18,YES,NO
FT_T_PTDF,,,78,78,05-MAR-18,YES,NO
FT_T_PVAC,,,0,0,09-MAY-17,YES,NO
FT_T_PVCO,,,0,0,09-MAY-17,YES,NO
FT_T_PVSS,,,0,0,09-MAY-17,YES,NO
FT_T_PYOP,,,0,0,09-MAY-17,YES,NO
FT_T_PYSA,,,0,0,09-MAY-17,YES,NO
FT_T_RBDP,,,0,0,05-MAR-18,YES,NO
FT_T_RBDS,,,0,0,05-MAR-18,YES,NO
FT_T_RCFA,,,0,0,20-OCT-17,YES,NO
FT_T_RCFG,,,0,0,05-MAR-18,YES,NO
FT_T_RCGR,,,0,0,05-MAR-18,YES,NO
FT_T_RCPF,,,0,0,09-MAY-17,YES,NO
FT_T_RDEX,,,0,0,09-MAY-17,YES,NO
FT_T_RDPD,,,0,0,09-MAY-17,YES,NO
FT_T_RDPR,,,0,0,09-MAY-17,YES,NO
FT_T_REOB,,,0,0,09-MAY-17,YES,NO
FT_T_REVO,,,0,0,09-MAY-17,YES,NO
FT_T_RGAD,,,0,0,09-MAY-17,YES,NO
FT_T_RGAL,,,0,0,09-MAY-17,YES,NO
FT_T_RGAM,,,0,0,09-MAY-17,YES,NO
FT_T_RGAT,,,1,1,05-MAR-18,YES,NO
FT_T_RGCH,,,0,0,08-MAR-18,YES,NO
FT_T_RGEX,,,0,0,09-MAY-17,YES,NO
FT_T_RGID,,,0,0,05-MAR-18,YES,NO
FT_T_RGIS,,,0,0,09-MAY-17,YES,NO
FT_T_RGPD,,,0,0,09-MAY-17,YES,NO
FT_T_RGRD,,,0,0,09-MAY-17,YES,NO
FT_T_RGRG,,,0,0,05-MAR-18,YES,NO
FT_T_RGRL,,,5,5,05-MAR-18,YES,NO
FT_T_RGRM,,,0,0,05-MAR-18,YES,NO
FT_T_RGRR,,,0,0,09-MAY-17,YES,NO
FT_T_RGRT,,,0,0,09-MAY-17,YES,NO
FT_T_RGSC,,,0,0,05-MAR-18,YES,NO
FT_T_RGST,,,0,0,09-MAY-17,YES,NO
FT_T_RGTD,,,5,5,05-MAR-18,YES,NO
FT_T_RGTN,,,0,0,09-MAY-17,YES,NO
FT_T_RIDF,,,45,45,08-MAR-18,YES,NO
FT_T_RISS,,,45,45,08-MAR-18,YES,NO
FT_T_RIST,,,0,0,09-MAY-17,YES,NO
FT_T_RIXR,,,0,0,09-MAY-17,YES,NO
FT_T_RLEM,,,0,0,09-MAY-17,YES,NO
FT_T_RMAD,,,0,0,09-MAY-17,YES,NO
FT_T_RMEI,,,0,0,09-MAY-17,YES,NO
FT_T_RMOP,,,0,0,09-MAY-17,YES,NO
FT_T_RMPE,,,0,0,09-MAY-17,YES,NO
FT_T_RMPM,,,0,0,09-MAY-17,YES,NO
FT_T_RMPS,,,0,0,09-MAY-17,YES,NO
FT_T_RMPY,,,0,0,09-MAY-17,YES,NO
FT_T_RMSA,,,0,0,09-MAY-17,YES,NO
FT_T_RMSC,,,0,0,09-MAY-17,YES,NO
FT_T_RMSI,,,0,0,09-MAY-17,YES,NO
FT_T_RMSP,,,0,0,09-MAY-17,YES,NO
FT_T_RMTS,,,0,0,09-MAY-17,YES,NO
FT_T_ROVT,,,0,0,09-MAY-17,YES,NO
FT_T_RPAD,,,0,0,20-OCT-17,YES,NO
FT_T_RPIN,,,0,0,09-MAY-17,YES,NO
FT_T_RPJA,,,0,0,05-MAR-18,YES,NO
FT_T_RPRA,,,0,0,05-MAR-18,YES,NO
FT_T_RQCT,,,0,0,09-MAY-17,YES,NO
FT_T_RSCP,,,0,0,09-MAY-17,YES,NO
FT_T_RSEN,,,0,0,09-MAY-17,YES,NO
FT_T_RSFI,,,0,0,09-MAY-17,YES,NO
FT_T_RSGA,,,0,0,09-MAY-17,YES,NO
FT_T_RSHT,,,0,0,09-MAY-17,YES,NO
FT_T_RSIG,,,0,0,09-MAY-17,YES,NO
FT_T_RSIP,,,0,0,09-MAY-17,YES,NO
FT_T_RSME,,,0,0,09-MAY-17,YES,NO
FT_T_RSRG,,,0,0,09-MAY-17,YES,NO
FT_T_RSUB,,,0,0,09-MAY-17,YES,NO
FT_T_RTG1,,,3797,3797,16-MAR-18,YES,NO
FT_T_RTNG,,,575,575,05-MAR-18,YES,NO
FT_T_RTOP,,,0,0,09-MAY-17,YES,NO
FT_T_RTQL,,,0,0,09-MAY-17,YES,NO
FT_T_RTTR,,,0,0,09-MAY-17,YES,NO
FT_T_RTVL,,,2578,2578,05-MAR-18,YES,NO
FT_T_RVAR,,,0,0,09-MAY-17,YES,NO
FT_T_RVOP,,,0,0,09-MAY-17,YES,NO
FT_T_RVPS,,,0,0,09-MAY-17,YES,NO
FT_T_RVXR,,,0,0,09-MAY-17,YES,NO
FT_T_SACR,,,0,0,09-MAY-17,YES,NO
FT_T_SAID,,,0,0,09-MAY-17,YES,NO
FT_T_SAPD,,,0,0,09-MAY-17,YES,NO
FT_T_SCAI,,,2,2,09-MAY-17,YES,NO
FT_T_SCCM,,,0,0,09-MAY-17,YES,NO
FT_T_SCDF,,,15,15,09-MAY-17,YES,NO
FT_T_SCDT,,,0,0,09-MAY-17,YES,NO
FT_T_SCHP,,,17,17,09-MAY-17,YES,NO
FT_T_SCIN,,,0,0,09-MAY-17,YES,NO
FT_T_SCIP,,,0,0,09-MAY-17,YES,NO
FT_T_SCIS,,,0,0,09-MAY-17,YES,NO
FT_T_SCMO,,,0,0,09-MAY-17,YES,NO
FT_T_SCSP,,,0,0,09-MAY-17,YES,NO
FT_T_SCTX,,,32530,32530,12-SEP-17,YES,NO
FT_T_SEC1,,,35968,35968,19-FEB-18,YES,NO
FT_T_SEGV,,,0,0,09-MAY-17,YES,NO
FT_T_SEVT,,,0,0,09-MAY-17,YES,NO
FT_T_SHST,,,0,0,09-MAY-17,YES,NO
FT_T_SLAR,,,0,0,09-MAY-17,YES,NO
FT_T_SLND,,,0,0,09-MAY-17,YES,NO
FT_T_SLOC,,,0,0,09-MAY-17,YES,NO
FT_T_SLSC,,,6,6,09-MAY-17,YES,NO
FT_T_SNCH,,,0,0,09-MAY-17,YES,NO
FT_T_SNDE,,,0,0,09-MAY-17,YES,NO
FT_T_SNFM,,,0,0,09-MAY-17,YES,NO
FT_T_SNPA,,,0,0,09-MAY-17,YES,NO
FT_T_SNPC,,,0,0,09-MAY-17,YES,NO
FT_T_SNPO,,,0,0,09-MAY-17,YES,NO
FT_T_SNPR,,,0,0,09-MAY-17,YES,NO
FT_T_SNPS,,,0,0,09-MAY-17,YES,NO
FT_T_SNRC,,,0,0,09-MAY-17,YES,NO
FT_T_SNRE,,,0,0,09-MAY-17,YES,NO
FT_T_SNUM,,,0,0,09-MAY-17,YES,NO
FT_T_SPAD,,,0,0,09-MAY-17,YES,NO
FT_T_SPAQ,,,0,0,09-MAY-17,YES,NO
FT_T_SPCR,,,0,0,09-MAY-17,YES,NO
FT_T_SPCT,,,0,0,09-MAY-17,YES,NO
FT_T_SPDC,,,0,0,09-MAY-17,YES,NO
FT_T_SPED,,,0,0,09-MAY-17,YES,NO
FT_T_SPEN,,,0,0,09-MAY-17,YES,NO
FT_T_SPID,,,0,0,09-MAY-17,YES,NO
FT_T_SPIN,,,0,0,09-MAY-17,YES,NO
FT_T_SPRD,,,0,0,09-MAY-17,YES,NO
FT_T_SPRF,,,43,43,08-MAR-18,YES,NO
FT_T_SPRI,,,0,0,09-MAY-17,YES,NO
FT_T_SPRQ,,,0,0,09-MAY-17,YES,NO
FT_T_SPRT,,,0,0,09-MAY-17,YES,NO
FT_T_SPSD,,,0,0,09-MAY-17,YES,NO
FT_T_SRLE,,,20,20,05-MAR-18,YES,NO
FT_T_SRPP,,,71,71,02-NOV-17,YES,NO
FT_T_SSAC,,,0,0,09-MAY-17,YES,NO
FT_T_SSCI,,,0,0,09-MAY-17,YES,NO
FT_T_SSCM,,,0,0,05-MAR-18,YES,NO
FT_T_SSDL,,,0,0,09-MAY-17,YES,NO
FT_T_SSIA,,,0,0,05-MAR-18,YES,NO
FT_T_SSID,,,5,5,20-OCT-17,YES,NO
FT_T_SSIR,,,0,0,05-MAR-18,YES,NO
FT_T_SSIS,,,0,0,08-MAR-18,YES,NO
FT_T_SSST,,,0,0,05-MAR-18,YES,NO
FT_T_STDF,,,1200,1200,05-MAR-18,YES,NO
FT_T_STDV,,,0,0,09-MAY-17,YES,NO
FT_T_STFD,,,0,0,09-MAY-17,YES,NO
FT_T_STPA,,,0,0,09-MAY-17,YES,NO
FT_T_STPC,,,0,0,09-MAY-17,YES,NO
FT_T_STPL,,,0,0,09-MAY-17,YES,NO
FT_T_STRA,,,0,0,09-MAY-17,YES,NO
FT_T_STTL,,,0,0,09-MAY-17,YES,NO
FT_T_STUP,,,47936,47936,07-MAR-18,YES,NO
FT_T_SUBD,,,0,0,09-MAY-17,YES,NO
FT_T_SUCA,,,0,0,09-MAY-17,YES,NO
FT_T_SUCL,,,0,0,09-MAY-17,YES,NO
FT_T_SUCR,,,0,0,09-MAY-17,YES,NO
FT_T_SUER,,,0,0,09-MAY-17,YES,NO
FT_T_SUFR,,,0,0,09-MAY-17,YES,NO
FT_T_SUGP,,,0,0,09-MAY-17,YES,NO
FT_T_SUGR,,,0,0,09-MAY-17,YES,NO
FT_T_SUGU,,,0,0,09-MAY-17,YES,NO
FT_T_SUID,,,0,0,09-MAY-17,YES,NO
FT_T_SUOP,,,0,0,09-MAY-17,YES,NO
FT_T_SUPF,,,0,0,09-MAY-17,YES,NO
FT_T_SUPL,,,0,0,09-MAY-17,YES,NO
FT_T_SUPR,,,0,0,09-MAY-17,YES,NO
FT_T_SUST,,,0,0,09-MAY-17,YES,NO
FT_T_SWCH,,,0,0,05-MAR-18,YES,NO
FT_T_TAXF,,,0,0,09-MAY-17,YES,NO
FT_T_TBAP,,,3822,3822,05-MAR-18,YES,NO
FT_T_TBCC,,,0,0,09-MAY-17,YES,NO
FT_T_TBDF,,,1723,1723,08-MAR-18,YES,NO
FT_T_TBPC,,,36,36,09-MAY-17,YES,NO
FT_T_TBPD,,,36,36,09-MAY-17,YES,NO
FT_T_TBPV,,,37,37,09-MAY-17,YES,NO
FT_T_TBRC,,,0,0,09-MAY-17,YES,NO
FT_T_TBRL,,,3806,3806,20-OCT-17,YES,NO
FT_T_TBRN,,,5002,5002,09-MAY-17,YES,NO
FT_T_TCDF,,,18,18,05-MAR-18,YES,NO
FT_T_TCTP,,,0,0,09-MAY-17,YES,NO
FT_T_TCVA,,,0,0,09-MAY-17,YES,NO
FT_T_TDRC,,,0,0,09-MAY-17,YES,NO
FT_T_TDRD,,,0,0,09-MAY-17,YES,NO
FT_T_TECG,,,0,0,09-MAY-17,YES,NO
FT_T_TECL,,,563,563,09-MAY-17,YES,NO
FT_T_TEDF,,,915,915,09-MAY-17,YES,NO
FT_T_TEDP,,,0,0,09-MAY-17,YES,NO
FT_T_TEGP,,,0,0,09-MAY-17,YES,NO
FT_T_TERS,,,218,218,09-MAY-17,YES,NO
FT_T_TFCT,,,0,0,09-MAY-17,YES,NO
FT_T_TFDF,,,329,329,09-MAY-17,YES,NO
FT_T_THRT,,,0,0,20-OCT-17,YES,NO
FT_T_TICK,,,0,0,09-MAY-17,YES,NO
FT_T_TIDC,,,9275,9275,05-MAR-18,YES,NO
FT_T_TIDX,,,3089,3089,09-MAY-17,YES,NO
FT_T_TLST,,,0,0,09-MAY-17,YES,NO
FT_T_TRAK,,,0,0,09-MAY-17,YES,NO
FT_T_TRCL,,,286,286,05-MAR-18,YES,NO
FT_T_TRCM,,,0,0,08-MAR-18,YES,NO
FT_T_TRCP,,,1868,1868,16-MAR-18,YES,NO
FT_T_TRDC,,,0,0,05-MAR-18,YES,NO
FT_T_TRDD,,,0,0,09-MAY-17,YES,NO
FT_T_TRDF,,,471,471,05-MAR-18,YES,NO
FT_T_TRDL,,,0,0,09-MAY-17,YES,NO
FT_T_TRDT,,,0,0,09-MAY-17,YES,NO
FT_T_TREC,,,0,0,09-MAY-17,YES,NO
FT_T_TRET,,,0,0,09-MAY-17,YES,NO
FT_T_TRID,,,12239596,12239596,16-MAR-18,YES,NO
FT_T_TRID,FT_T_TRID_P0,,12239596,12239596,16-MAR-18,YES,NO
FT_T_TRID,FT_T_TRID_P0,FT_T_TRID_P1_DONE,264,264,02-MAR-18,YES,NO
FT_T_TRID,FT_T_TRID_P0,FT_T_TRID_P1_NEW,12239316,12239316,16-MAR-18,YES,NO
FT_T_TRLM,,,0,0,09-MAY-17,YES,NO
FT_T_TRNM,,,396,396,09-MAY-17,YES,NO
FT_T_TRNR,,,246,246,09-MAY-17,YES,NO
FT_T_TROV,,,0,0,09-MAY-17,YES,NO
FT_T_TRSP,,,242,242,20-OCT-17,YES,NO
FT_T_TRSS,,,0,0,09-MAY-17,YES,NO
FT_T_TRST,,,0,0,09-MAY-17,YES,NO
FT_T_TRTC,,,0,0,09-MAY-17,YES,NO
FT_T_TRXD,,,0,0,09-MAY-17,YES,NO
FT_T_TSBT,,,656,656,20-OCT-17,YES,NO
FT_T_TSDF,,,330,330,09-MAY-17,YES,NO
FT_T_TTAD,,,0,0,09-MAY-17,YES,NO
FT_T_TTCH,,,0,0,09-MAY-17,YES,NO
FT_T_TTRL,,,0,0,09-MAY-17,YES,NO
FT_T_TVCL,,,0,0,09-MAY-17,YES,NO
FT_T_TXCD,,,0,0,09-MAY-17,YES,NO
FT_T_TXDR,,,0,0,09-MAY-17,YES,NO
FT_T_TXEM,,,0,0,09-MAY-17,YES,NO
FT_T_TXFA,,,0,0,09-MAY-17,YES,NO
FT_T_TXRT,,,0,0,09-MAY-17,YES,NO
FT_T_TXTY,,,0,0,09-MAY-17,YES,NO
FT_T_TXWH,,,0,0,09-MAY-17,YES,NO
FT_T_TZDF,,,68,68,05-MAR-18,YES,NO
FT_T_TZPD,,,57,57,05-MAR-18,YES,NO
FT_T_UCAT,,,1,1,05-MAR-18,YES,NO
FT_T_UICC,,,0,0,20-OCT-17,YES,NO
FT_T_UIDT,,,0,0,09-MAY-17,YES,NO
FT_T_UNDM,,,0,0,09-MAY-17,YES,NO
FT_T_UNIN,,,0,0,09-MAY-17,YES,NO
FT_T_UPRM,,,0,0,09-MAY-17,YES,NO
FT_T_USTA,,,0,0,09-MAY-17,YES,NO
FT_T_USTS,,,0,0,09-MAY-17,YES,NO
FT_T_UWCG,,,0,0,09-MAY-17,YES,NO
FT_T_UWCH,,,0,0,08-MAR-18,YES,NO
FT_T_UWRG,,,0,0,09-MAY-17,YES,NO
FT_T_UWST,,,0,0,08-JUN-17,YES,NO
FT_T_UWYR,,,0,0,09-MAY-17,YES,NO
FT_T_VALN,,,0,0,09-MAY-17,YES,NO
FT_T_VALO,,,3894,3894,20-OCT-17,YES,NO
FT_T_VALR,,,955,955,09-MAY-17,YES,NO
FT_T_VCBP,,,2,2,05-MAR-18,YES,NO
FT_T_VCRS,,,7618,7618,20-OCT-17,YES,NO
FT_T_VDAN,,,0,0,09-MAY-17,YES,NO
FT_T_VDCD,,,0,0,09-MAY-17,YES,NO
FT_T_VDCP,,,0,0,09-MAY-17,YES,NO
FT_T_VDCR,,,238835,238835,16-MAR-18,YES,NO
FT_T_VDED,,,0,0,09-MAY-17,YES,NO
FT_T_VDEV,,,0,0,09-MAY-17,YES,NO
FT_T_VDPK,,,0,0,09-MAY-17,YES,NO
FT_T_VHDF,,,0,0,09-MAY-17,YES,NO
FT_T_VHDF,FT_T_VHDF_P0,,0,,09-MAY-17,YES,NO
FT_T_VHSR,,,0,0,08-MAR-18,YES,NO
FT_T_VLOP,,,1,1,09-MAY-17,YES,NO
FT_T_VNRD,,,549698,549698,16-MAR-18,YES,NO
FT_T_VREQ,,,0,0,09-MAY-17,YES,NO
FT_T_VRPM,,,0,0,09-MAY-17,YES,NO
FT_T_VRSC,,,0,0,09-MAY-17,YES,NO
FT_T_VRST,,,0,0,09-MAY-17,YES,NO
FT_T_WSTA,,,0,0,09-MAY-17,YES,NO
FT_T_WSUS,,,28,28,16-MAR-18,YES,NO
FT_T_XCFG,,,35,35,05-MAR-18,YES,NO
FT_T_XDTD,,,2,2,09-MAY-17,YES,NO
FT_T_XELM,,,34336,34336,20-OCT-17,YES,NO
FT_T_XMGS,,,2,2,08-MAR-18,YES,NO
FT_T_XMSG,,,2,2,09-MAY-17,YES,NO
FT_T_XMSP,,,0,0,09-MAY-17,YES,NO
FT_T_XSEG,,,1500,1500,05-MAR-18,YES,NO
FT_T_XSTO,,,1497,1497,05-MAR-18,YES,NO
FT_T_YRST,,,0,0,09-MAY-17,YES,NO
FT_WF_APEP,,,10,10,05-MAR-18,YES,NO
FT_WF_APEV,,,94,94,05-MAR-18,YES,NO
FT_WF_TKTJ,,,0,0,09-MAY-17,YES,NO
FT_WF_TKTN,,,152,152,18-MAR-18,YES,NO
FT_WF_TOKN,,,204,204,18-MAR-18,YES,YES
FT_WF_TRAL,,,35,35,05-JUN-17,YES,NO
FT_WF_UIWA,,,21,21,15-MAR-18,YES,NO
FT_WF_USBH,,,0,0,09-MAY-17,YES,NO
FT_WF_USLA,,,5,5,09-MAY-17,YES,NO
FT_WF_UTSK,,,46,46,12-MAY-17,YES,NO
FT_WF_WFCL,,,0,0,09-MAY-17,YES,NO
FT_WF_WFDF,,,358,358,05-MAR-18,YES,NO
FT_WF_WFDV,,,0,0,17-MAR-18,YES,NO
FT_WF_WFGV,,,4542,4542,05-MAR-18,YES,NO
FT_WF_WFIO,,,4252,4252,05-MAR-18,YES,NO
FT_WF_WFND,,,5916,5916,05-MAR-18,YES,NO
FT_WF_WFNP,,,22044,22044,05-MAR-18,YES,NO
FT_WF_WFNV,,,632,632,05-MAR-18,YES,NO
FT_WF_WFPM,,,0,0,09-MAY-17,YES,NO
FT_WF_WFRI,,,16,16,18-MAR-18,YES,YES
FT_WF_WFRV,,,206,206,18-MAR-18,YES,NO
FT_WF_WFTI,,,2,2,16-MAR-18,YES,NO
FT_WF_WFTJ,,,0,0,09-MAY-17,YES,NO
FT_WF_WFTN,,,7245,7245,05-MAR-18,YES,NO
GS_STATS_CFG,,,2,2,09-MAY-17,YES,NO
I18NTEXT,,,0,0,09-MAY-17,YES,NO
NODEINSTANCELOG,,,0,0,09-MAY-17,YES,NO
NOTIFICATION,,,0,0,09-MAY-17,YES,NO
NOTIFICATION_BAS,,,0,0,09-MAY-17,YES,NO
NOTIFICATION_EMAIL_HEADER,,,0,0,09-MAY-17,YES,NO
NOTIFICATION_RECIPIENTS,,,0,0,09-MAY-17,YES,NO
OID,,,1,1,09-MAY-17,YES,NO
ORGANIZATIONALENTITY,,,0,0,09-MAY-17,YES,NO
PEOPLEASSIGNMENTS_BAS,,,0,0,09-MAY-17,YES,NO
PEOPLEASSIGNMENTS_EXCLOWNERS,,,0,0,09-MAY-17,YES,NO
PEOPLEASSIGNMENTS_POTOWNERS,,,0,0,09-MAY-17,YES,NO
PEOPLEASSIGNMENTS_RECIPIENTS,,,0,0,09-MAY-17,YES,NO
PEOPLEASSIGNMENTS_STAKEHOLDERS,,,0,0,09-MAY-17,YES,NO
PROCESSINSTANCEINFO,,,0,0,09-MAY-17,YES,NO
PROCESSINSTANCELOG,,,0,0,09-MAY-17,YES,NO
QRTZ_BLOB_TRIGGERS,,,0,0,09-MAY-17,YES,NO
QRTZ_CALENDARS,,,0,0,09-MAY-17,YES,NO
QRTZ_CRON_TRIGGERS,,,75,75,18-MAR-18,YES,NO
QRTZ_FIRED_TRIGGERS,,,0,0,18-MAR-18,YES,YES
QRTZ_JOB_DETAILS,,,7,7,15-MAR-18,YES,NO
QRTZ_LOCKS,,,0,0,09-MAY-17,YES,NO
QRTZ_PAUSED_TRIGGER_GRPS,,,0,0,09-MAY-17,YES,NO
QRTZ_SCHEDULER_STATE,,,0,0,09-MAY-17,YES,NO
QRTZ_SIMPLE_TRIGGERS,,,0,0,12-MAY-17,YES,NO
QRTZ_SIMPROP_TRIGGERS,,,0,0,09-MAY-17,YES,NO
QRTZ_TRIGGERS,,,75,75,18-MAR-18,YES,YES
QUERYDEFINITIONSTORE,,,4,4,09-MAY-17,YES,NO
REASSIGNMENT,,,0,0,09-MAY-17,YES,NO
REASSIGNMENT_POTENTIALOWNERS,,,0,0,09-MAY-17,YES,NO
REQUESTINFO,,,0,0,09-MAY-17,YES,NO
SESSIONINFO,,,1,1,15-MAR-18,YES,NO
TASK,,,0,0,09-MAY-17,YES,NO
TASKDEF,,,0,0,09-MAY-17,YES,NO
TASKEVENT,,,0,0,09-MAY-17,YES,NO
TASKVARIABLEIMPL,,,0,0,09-MAY-17,YES,NO
TASK_COMMENT,,,0,0,09-MAY-17,YES,NO
TEMP,,,1334,1334,02-DEC-17,YES,NO
TEMP1,,,1227,1227,02-DEC-17,YES,NO
TEMPEVOID,,,0,0,09-MAY-17,YES,NO
TEMPINSTR,,,0,0,09-MAY-17,YES,NO
TEMPOBA,,,0,0,09-MAY-17,YES,NO
TEMPOBA2,,,0,0,09-MAY-17,YES,NO
VARIABLEINSTANCELOG,,,0,0,09-MAY-17,YES,NO
WORKITEMINFO,,,0,0,09-MAY-17,YES,NO

1783 rows selected.

Elapsed: 00:00:02.13
SQL>exit
