table_name , partition_name ,subpartition_name , num_rows , sample_size , last_analyzed , global_stats , stale_stats
FT_T_BNSP,,,0,0,09-MAY-17,YES,NO
FT_T_BNSS,,,0,0,09-MAY-17,YES,NO
FT_T_BNST,,,603,603,08-MAR-18,YES,NO
FT_T_BNSU,,,0,0,09-MAY-17,YES,NO
FT_T_BNSV,,,0,0,09-MAY-17,YES,NO
FT_T_BNSY,,,14,14,09-MAY-17,YES,NO
FT_T_BNTY,,,4,4,05-MAR-18,YES,NO
FT_T_BNVC,,,0,0,05-MAR-18,YES,NO
FT_T_BNVL,,,294350,294350,05-MAR-18,YES,NO
FT_T_BNVP,,,0,0,09-MAY-17,YES,NO
FT_T_BNXR,,,0,0,09-MAY-17,YES,NO
FT_T_BOAP,,,0,0,09-MAY-17,YES,NO
FT_T_BOOK,,,1,1,09-MAY-17,YES,NO
FT_T_BOOP,,,0,0,09-MAY-17,YES,NO
FT_T_BORD,,,0,0,09-MAY-17,YES,NO
FT_T_BPST,,,0,0,09-MAY-17,YES,NO
FT_T_BRBR,,,0,0,09-MAY-17,YES,NO
FT_T_BRDR,,,0,0,09-MAY-17,YES,NO
FT_T_BRGP,,,0,0,09-MAY-17,YES,NO
FT_T_BRGR,,,0,0,09-MAY-17,YES,NO
FT_T_BRID,,,0,0,09-MAY-17,YES,NO
FT_T_BRIN,,,0,0,09-MAY-17,YES,NO
FT_T_BRMI,,,0,0,09-MAY-17,YES,NO
FT_T_BRPA,,,0,0,20-OCT-17,YES,NO
FT_T_BTID,,,0,0,09-MAY-17,YES,NO
FT_T_CACC,,,1,1,05-MAR-18,YES,NO
FT_T_CACR,,,0,0,09-MAY-17,YES,NO
FT_T_CADF,,,963,963,20-OCT-17,YES,NO
FT_T_CADH,,,0,0,09-MAY-17,YES,NO
FT_T_CADP,,,37255,37255,09-MAY-17,YES,NO
FT_T_CAGR,,,0,0,09-MAY-17,YES,NO
FT_T_CAMO,,,0,0,09-MAY-17,YES,NO
FT_T_CAVA,,,0,0,09-MAY-17,YES,NO
FT_T_CAVH,,,0,0,09-MAY-17,YES,NO
FT_T_CAVH,FT_T_CAVH_P0,,0,,09-MAY-17,YES,NO
FT_T_CAVJ,,,0,0,09-MAY-17,YES,NO
FT_T_CAVJ,FT_T_CAVJ_P0,,0,,09-MAY-17,YES,NO
FT_T_CAVR,,,652,652,09-MAY-17,YES,NO
FT_T_CCAC,,,0,0,09-MAY-17,YES,NO
FT_T_CCFO,,,0,0,09-MAY-17,YES,NO
FT_T_CCON,,,0,0,09-MAY-17,YES,NO
FT_T_CCOP,,,0,0,09-MAY-17,YES,NO
FT_T_CCRA,,,0,0,09-MAY-17,YES,NO
FT_T_CCRC,,,0,0,09-MAY-17,YES,NO
FT_T_CCRF,,,1355,1355,05-MAR-18,YES,NO
FT_T_CCRL,,,0,0,09-MAY-17,YES,NO
FT_T_CCRS,,,0,0,09-MAY-17,YES,NO
FT_T_CCSE,,,0,0,09-MAY-17,YES,NO
FT_T_CCTA,,,0,0,09-MAY-17,YES,NO
FT_T_CDCD,,,0,0,09-MAY-17,YES,NO
FT_T_CDCF,,,0,0,09-MAY-17,YES,NO
FT_T_CDCH,,,0,0,09-MAY-17,YES,NO
FT_T_CDCI,,,0,0,09-MAY-17,YES,NO
FT_T_CDCN,,,0,0,09-MAY-17,YES,NO
FT_T_CDCO,,,0,0,09-MAY-17,YES,NO
FT_T_CDMO,,,0,0,09-MAY-17,YES,NO
FT_T_CDMS,,,0,0,09-MAY-17,YES,NO
FT_T_CDOC,,,0,0,09-MAY-17,YES,NO
FT_T_CDOP,,,0,0,09-MAY-17,YES,NO
FT_T_CDVL,,,0,0,09-MAY-17,YES,NO
FT_T_CEAR,,,0,0,09-MAY-17,YES,NO
FT_T_CEDA,,,0,0,09-MAY-17,YES,NO
FT_T_CFDF,,,36,36,05-MAR-18,YES,NO
FT_T_CFID,,,0,0,09-MAY-17,YES,NO
FT_T_CFRM,,,0,0,09-MAY-17,YES,NO
FT_T_CGAR,,,0,0,09-MAY-17,YES,NO
FT_T_CHAL,,,0,0,09-MAY-17,YES,NO
FT_T_CIPD,,,0,0,09-MAY-17,YES,NO
FT_T_CIPR,,,0,0,09-MAY-17,YES,NO
FT_T_CISR,,,0,0,09-MAY-17,YES,NO
FT_T_CLAR,,,0,0,09-MAY-17,YES,NO
FT_T_CLAV,,,0,0,09-MAY-17,YES,NO
FT_T_CLDF,,,30446,30446,09-MAR-18,YES,NO
FT_T_CLEX,,,0,0,09-MAY-17,YES,NO
FT_T_CLFA,,,0,0,09-MAY-17,YES,NO
FT_T_CLFS,,,0,0,09-MAY-17,YES,NO
FT_T_CLIN,,,0,0,09-MAY-17,YES,NO
FT_T_CLLA,,,0,0,09-MAY-17,YES,NO
FT_T_CLLE,,,0,0,09-MAY-17,YES,NO
FT_T_CLLN,,,0,0,09-MAY-17,YES,NO
FT_T_CLMI,,,1571,1571,05-MAR-18,YES,NO
FT_T_CLMN,,,0,0,09-MAY-17,YES,NO
FT_T_CLMR,,,0,0,09-MAY-17,YES,NO
FT_T_CLOT,,,0,0,09-MAY-17,YES,NO
FT_T_CLPA,,,0,0,09-MAY-17,YES,NO
FT_T_CLPO,,,0,0,09-MAY-17,YES,NO
FT_T_CLSC,,,0,0,09-MAY-17,YES,NO
FT_T_CLSP,,,0,0,09-MAY-17,YES,NO
FT_T_CLTR,,,0,0,09-MAY-17,YES,NO
FT_T_CMAS,,,0,0,09-MAY-17,YES,NO
FT_T_CMDF,,,0,0,09-MAY-17,YES,NO
FT_T_CMMC,,,0,0,08-JUN-17,YES,NO
FT_T_CMPP,,,0,0,09-MAY-17,YES,NO
FT_T_CMSC,,,0,0,09-MAY-17,YES,NO
FT_T_CNBS,,,84,84,09-MAY-17,YES,NO
FT_T_CNDF,,,635,635,09-MAY-17,YES,NO
FT_T_CNDV,,,4184,4184,05-MAR-18,YES,NO
FT_T_CNEN,,,0,0,09-MAY-17,YES,NO
FT_T_CNGP,,,911,911,09-MAY-17,YES,NO
FT_T_CNGR,,,643,643,09-MAY-17,YES,NO
FT_T_CNRG,,,180,180,05-MAR-18,YES,NO
FT_T_CNSA,,,0,0,09-MAY-17,YES,NO
FT_T_CNSM,,,0,0,09-MAY-17,YES,NO
FT_T_CNSS,,,0,0,09-MAY-17,YES,NO
FT_T_CNST,,,0,0,09-MAY-17,YES,NO
FT_T_CNTA,,,0,0,05-MAR-18,YES,NO
FT_T_CNTC,,,0,0,08-MAR-18,YES,NO
FT_T_CNTY,,,259,259,05-MAR-18,YES,NO
FT_T_COCI,,,0,0,09-MAY-17,YES,NO
FT_T_COCO,,,0,0,09-MAY-17,YES,NO
FT_T_CODF,,,0,0,09-MAY-17,YES,NO
FT_T_COMA,,,0,0,09-MAY-17,YES,NO
FT_T_COMC,,,11151393,11151393,21-FEB-18,YES,NO
FT_T_COMI,,,0,0,09-MAY-17,YES,NO
FT_T_COMP,,,0,0,09-MAY-17,YES,NO
FT_T_COMT,,,0,0,09-MAY-17,YES,NO
FT_T_COSG,,,0,0,09-MAY-17,YES,NO
FT_T_COSP,,,0,0,09-MAY-17,YES,NO
FT_T_COST,,,0,0,20-OCT-17,YES,NO
FT_T_COVA,,,0,0,09-MAY-17,YES,NO
FT_T_COVH,,,0,0,09-MAY-17,YES,NO
FT_T_COVH,FT_T_COVH_P0,,0,,09-MAY-17,YES,NO
FT_T_COVJ,,,0,0,09-MAY-17,YES,NO
FT_T_COVJ,FT_T_COVJ_P0,,0,,09-MAY-17,YES,NO
FT_T_COVR,,,77,77,09-MAY-17,YES,NO
FT_T_CPDF,,,1,1,08-MAR-18,YES,NO
FT_T_CPPR,,,0,0,09-MAY-17,YES,NO
FT_T_CPYR,,,713,713,09-MAY-17,YES,NO
FT_T_CRAM,,,0,0,09-MAY-17,YES,NO
FT_T_CRCR,,,0,0,09-MAY-17,YES,NO
FT_T_CREG,,,11,11,05-MAR-18,YES,NO
FT_T_CRGP,,,28,28,08-MAR-18,YES,NO
FT_T_CRGR,,,6,6,08-MAR-18,YES,NO
FT_T_CRPS,,,0,0,09-MAY-17,YES,NO
FT_T_CRST,,,0,0,09-MAY-17,YES,NO
FT_T_CSCP,,,0,0,09-MAY-17,YES,NO
FT_T_CSCT,,,0,0,09-MAY-17,YES,NO
FT_T_CSDF,,,18,18,20-OCT-17,YES,NO
FT_T_CSDP,,,0,0,09-MAY-17,YES,NO
FT_T_CSEN,,,0,0,09-MAY-17,YES,NO
FT_T_CSET,,,0,0,09-MAY-17,YES,NO
FT_T_CSFP,,,0,0,09-MAY-17,YES,NO
FT_T_CSFR,,,0,0,09-MAY-17,YES,NO
FT_T_CSHV,,,0,0,09-MAY-17,YES,NO
FT_T_CSIP,,,13,13,09-MAY-17,YES,NO
FT_T_CSJR,,,0,0,09-MAY-17,YES,NO
FT_T_CSPR,,,0,0,09-MAY-17,YES,NO
FT_T_CSPT,,,0,0,09-MAY-17,YES,NO
FT_T_CSST,,,0,0,09-MAY-17,YES,NO
FT_T_CSTA,,,0,0,05-MAR-18,YES,NO
FT_T_CSTP,,,0,0,09-MAY-17,YES,NO
FT_T_CSVB,,,0,0,09-MAY-17,YES,NO
FT_T_CSXR,,,0,0,09-MAY-17,YES,NO
FT_T_CTCH,,,0,0,09-MAY-17,YES,NO
FT_T_CTRR,,,0,0,09-MAY-17,YES,NO
FT_T_CUCF,,,0,0,09-MAY-17,YES,NO
FT_T_CUCH,,,0,0,09-MAY-17,YES,NO
FT_T_CUCL,,,0,0,09-MAY-17,YES,NO
FT_T_CUCM,,,0,0,09-MAY-17,YES,NO
FT_T_CUCN,,,0,0,09-MAY-17,YES,NO
FT_T_CUDD,,,0,0,09-MAY-17,YES,NO
FT_T_CUDE,,,0,0,09-MAY-17,YES,NO
FT_T_CUDR,,,0,0,09-MAY-17,YES,NO
FT_T_CUEH,,,0,0,09-MAY-17,YES,NO
FT_T_CUGP,,,0,0,09-MAY-17,YES,NO
FT_T_CUGR,,,0,0,09-MAY-17,YES,NO
FT_T_CUGU,,,0,0,09-MAY-17,YES,NO
FT_T_CUIA,,,0,0,09-MAY-17,YES,NO
FT_T_CUID,,,0,0,09-MAY-17,YES,NO
FT_T_CUJH,,,0,0,09-MAY-17,YES,NO
FT_T_CURL,,,0,0,05-MAR-18,YES,NO
FT_T_CURT,,,0,0,09-MAY-17,YES,NO
FT_T_CUSS,,,0,0,09-MAY-17,YES,NO
FT_T_CUST,,,0,0,09-MAY-17,YES,NO
FT_T_CUTY,,,11,11,05-MAR-18,YES,NO
FT_T_CUXD,,,0,0,09-MAY-17,YES,NO
FT_T_CVCD,,,4,4,05-MAR-18,YES,NO
FT_T_CYCH,,,601,601,05-MAR-18,YES,NO
FT_T_CYCN,,,0,0,09-MAY-17,YES,NO
FT_T_DBMI,,,0,0,09-MAY-17,YES,NO
FT_T_DCAS,,,0,0,09-MAY-17,YES,NO
FT_T_DCDF,,,0,0,09-MAY-17,YES,NO
FT_T_DCEX,,,0,0,09-MAY-17,YES,NO
FT_T_DCGP,,,0,0,09-MAY-17,YES,NO
FT_T_DCGR,,,0,0,09-MAY-17,YES,NO
FT_T_DCIN,,,0,0,09-MAY-17,YES,NO
FT_T_DCNL,,,0,0,09-MAY-17,YES,NO
FT_T_DCXT,,,0,0,09-MAY-17,YES,NO
FT_T_DDRP,,,0,0,09-MAY-17,YES,NO
FT_T_DDTE,,,0,0,09-MAY-17,YES,NO
FT_T_DEFR,,,0,0,09-MAY-17,YES,NO
FT_T_DEOP,,,0,0,09-MAY-17,YES,NO
FT_T_DIAC,,,0,0,09-MAY-17,YES,NO
FT_T_DINC,,,0,0,09-MAY-17,YES,NO
FT_T_DINR,,,0,0,09-MAY-17,YES,NO
FT_T_DINT,,,0,0,09-MAY-17,YES,NO
FT_T_DITA,,,0,0,09-MAY-17,YES,NO
FT_T_DITD,,,0,0,09-MAY-17,YES,NO
FT_T_DLBR,,,0,0,09-MAY-17,YES,NO
FT_T_DLCR,,,0,0,09-MAY-17,YES,NO
FT_T_DLER,,,0,0,09-MAY-17,YES,NO
FT_T_DLGP,,,0,0,09-MAY-17,YES,NO
FT_T_DLGR,,,0,0,09-MAY-17,YES,NO
FT_T_DLID,,,0,0,09-MAY-17,YES,NO
FT_T_DMDF,,,7,7,08-MAR-18,YES,NO
FT_T_DPIC,,,349,349,09-MAY-17,YES,NO
FT_T_DPID,,,0,0,09-MAY-17,YES,NO
FT_T_DPIR,,,0,0,09-MAY-17,YES,NO
FT_T_DPRG,,,0,0,09-MAY-17,YES,NO
FT_T_DRAR,,,0,0,09-MAY-17,YES,NO
FT_T_DREP,,,0,0,09-MAY-17,YES,NO
FT_T_DRGP,,,0,0,09-MAY-17,YES,NO
FT_T_DRGR,,,0,0,09-MAY-17,YES,NO
FT_T_DRID,,,0,0,09-MAY-17,YES,NO
FT_T_DRMI,,,0,0,09-MAY-17,YES,NO
FT_T_DRVO,,,1383,1383,09-MAY-17,YES,NO
FT_T_DRVR,,,208,208,09-MAY-17,YES,NO
FT_T_DSBI,,,0,0,09-MAY-17,YES,NO
FT_T_DSCD,,,0,0,09-MAY-17,YES,NO
FT_T_DSDF,,,665,665,05-MAR-18,YES,NO
FT_T_DSFP,,,12877,12877,05-MAR-18,YES,NO
FT_T_DSID,,,0,0,08-MAR-18,YES,NO
FT_T_DSRC,,,59,59,05-MAR-18,YES,NO
FT_T_DSRU,,,270,270,05-MAR-18,YES,NO
FT_T_DTDF,,,37257,37257,05-MAR-18,YES,NO
FT_T_DVLO,,,0,0,09-MAY-17,YES,NO
FT_T_DVLS,,,0,0,09-MAY-17,YES,NO
FT_T_DVSC,,,0,0,09-MAY-17,YES,NO
FT_T_DVSD,,,0,0,09-MAY-17,YES,NO
FT_T_DWDF,,,48,48,05-MAR-18,YES,NO
FT_T_DWDF,FT_T_DWDF_P0,,48,48,05-MAR-18,YES,NO
FT_T_DWDS,,,50,50,05-MAR-18,YES,NO
FT_T_DWED,,,0,0,05-MAR-18,YES,NO
FT_T_EACR,,,0,0,09-MAY-17,YES,NO
FT_T_EADR,,,1270,1270,02-DEC-17,YES,NO
FT_T_EAGR,,,0,0,09-MAY-17,YES,NO
FT_T_EAIC,,,0,0,09-MAY-17,YES,NO
FT_T_EAPR,,,0,0,09-MAY-17,YES,NO
FT_T_ECGR,,,0,0,09-MAY-17,YES,NO
FT_T_ECRL,,,0,0,09-MAY-17,YES,NO
FT_T_ECUR,,,0,0,09-MAY-17,YES,NO
FT_T_EDMV,,,739,739,16-MAR-18,YES,NO
FT_T_EDMX,,,0,0,09-MAY-17,YES,NO
FT_T_EEGR,,,0,0,09-MAY-17,YES,NO
FT_T_EEMR,,,0,0,09-MAY-17,YES,NO
FT_T_EERL,,,0,0,09-MAY-17,YES,NO
FT_T_EETR,,,0,0,05-MAR-18,YES,NO
FT_T_EFIR,,,0,0,09-MAY-17,YES,NO
FT_T_EFLD,,,11,11,05-MAR-18,YES,NO
FT_T_EFLM,,,0,0,09-MAY-17,YES,NO
FT_T_EGAR,,,0,0,09-MAY-17,YES,NO
FT_T_EIAR,,,0,0,09-MAY-17,YES,NO
FT_T_EIAT,,,183,183,05-MAR-18,YES,NO
FT_T_EIAX,,,0,0,09-MAY-17,YES,NO
FT_T_EIDI,,,0,0,09-MAY-17,YES,NO
FT_T_EINC,,,0,0,09-MAY-17,YES,NO
FT_T_EISR,,,0,0,09-MAY-17,YES,NO
FT_T_EIST,,,434,434,05-MAR-18,YES,NO
FT_T_EISX,,,0,0,09-MAY-17,YES,NO
FT_T_ELAR,,,0,0,09-MAY-17,YES,NO
FT_T_ELGA,,,0,0,09-MAY-17,YES,NO
FT_T_EMAP,,,0,0,09-MAY-17,YES,NO
FT_T_EMAR,,,0,0,09-MAY-17,YES,NO
FT_T_EMCL,,,0,0,09-MAY-17,YES,NO
FT_T_EMCP,,,0,0,09-MAY-17,YES,NO
FT_T_EMCS,,,0,0,09-MAY-17,YES,NO
FT_T_EMER,,,0,0,09-MAY-17,YES,NO
FT_T_EMFM,,,0,0,09-MAY-17,YES,NO
FT_T_EMGP,,,0,0,09-MAY-17,YES,NO
FT_T_EMGR,,,0,0,09-MAY-17,YES,NO
FT_T_EMGU,,,0,0,09-MAY-17,YES,NO
FT_T_EMID,,,0,0,09-MAY-17,YES,NO
FT_T_EMKR,,,0,0,09-MAY-17,YES,NO
FT_T_EMLR,,,0,0,09-MAY-17,YES,NO
FT_T_EMOR,,,0,0,09-MAY-17,YES,NO
FT_T_EMPL,,,0,0,09-MAY-17,YES,NO
FT_T_EMRG,,,0,0,09-MAY-17,YES,NO
FT_T_EMRL,,,0,0,09-MAY-17,YES,NO
FT_T_EMST,,,0,0,09-MAY-17,YES,NO
FT_T_EMXS,,,0,0,09-MAY-17,YES,NO
FT_T_ENCA,,,0,0,09-MAY-17,YES,NO
FT_T_ENCH,,,0,0,09-MAY-17,YES,NO
FT_T_ENCL,,,0,0,09-MAY-17,YES,NO
FT_T_ENDF,,,20,20,05-MAR-18,YES,NO
FT_T_ENFR,,,0,0,09-MAY-17,YES,NO
FT_T_ENGP,,,0,0,09-MAY-17,YES,NO
FT_T_ENGR,,,0,0,09-MAY-17,YES,NO
FT_T_ENGU,,,0,0,09-MAY-17,YES,NO
FT_T_ENID,,,0,0,09-MAY-17,YES,NO
FT_T_ENOP,,,1,1,09-MAY-17,YES,NO
FT_T_ENPR,,,0,0,09-MAY-17,YES,NO
FT_T_ENST,,,0,0,09-MAY-17,YES,NO
FT_T_ENTR,,,3,3,05-MAR-18,YES,NO
FT_T_EOPB,,,0,0,09-MAY-17,YES,NO
FT_T_EOPI,,,0,0,09-MAY-17,YES,NO
FT_T_EPFR,,,0,0,09-MAY-17,YES,NO
FT_T_EPLR,,,0,0,09-MAY-17,YES,NO
FT_T_EPRR,,,0,0,09-MAY-17,YES,NO
FT_T_EPST,,,0,0,09-MAY-17,YES,NO
FT_T_EQCH,,,0,0,09-MAY-17,YES,NO
FT_T_EQP1,,,0,0,05-MAR-18,YES,NO
FT_T_EQST,,,0,0,09-MAY-17,YES,NO
FT_T_ERFD,,,0,0,09-MAY-17,YES,NO
FT_T_ERID,,,0,0,09-MAY-17,YES,NO
FT_T_ERSP,,,1747,1747,09-MAY-17,YES,NO
FT_T_ERVL,,,463,463,05-MAR-18,YES,NO
FT_T_ESBR,,,0,0,09-MAY-17,YES,NO
FT_T_ETAG,,,0,0,20-OCT-17,YES,NO
FT_T_ETAM,,,0,0,05-MAR-18,YES,NO
FT_T_ETCF,,,0,0,09-MAY-17,YES,NO
FT_T_ETCL,,,526,526,16-MAR-18,YES,NO
FT_T_ETCM,,,518,518,16-MAR-18,YES,NO
FT_T_ETDF,,,0,0,09-MAY-17,YES,NO
FT_T_ETEV,,,0,0,09-MAY-17,YES,NO
FT_T_ETFD,,,0,0,20-OCT-17,YES,NO
FT_T_ETHD,,,0,0,09-MAY-17,YES,NO
FT_T_ETID,,,0,0,20-OCT-17,YES,NO
FT_T_ETIN,,,0,0,09-MAY-17,YES,NO
FT_T_ETMG,,,0,0,08-MAR-18,YES,NO
FT_T_ETRD,,,0,0,09-MAY-17,YES,NO
FT_T_ETRG,,,0,0,09-MAY-17,YES,NO
FT_T_ETRN,,,0,0,09-MAY-17,YES,NO
FT_T_ETRP,,,0,0,09-MAY-17,YES,NO
FT_T_ETRR,,,0,0,09-MAY-17,YES,NO
FT_T_ETSR,,,0,0,09-MAY-17,YES,NO
FT_T_ETST,,,3,3,16-MAR-18,YES,NO
FT_T_EVCH,,,0,0,09-MAY-17,YES,NO
FT_T_EVCL,,,99,99,05-MAR-18,YES,NO
FT_T_EVDF,,,106,106,05-MAR-18,YES,NO
FT_T_EVNM,,,80,80,05-MAR-18,YES,NO
FT_T_EVTR,,,297,297,09-MAY-17,YES,NO
FT_T_EVXD,,,0,0,09-MAY-17,YES,NO
FT_T_EXAB,,,0,0,09-MAY-17,YES,NO
FT_T_EXAC,,,0,0,05-MAR-18,YES,NO
FT_T_EXBC,,,0,0,09-MAY-17,YES,NO
FT_T_EXDV,,,0,0,20-OCT-17,YES,NO
FT_T_EXFI,,,0,0,09-MAY-17,YES,NO
FT_T_EXFM,,,0,0,09-MAY-17,YES,NO
FT_T_EXFX,,,3,3,16-MAR-18,YES,NO
FT_T_EXIL,,,0,0,09-MAY-17,YES,NO
FT_T_EXIN,,,0,0,20-OCT-17,YES,NO
FT_T_EXMA,,,0,0,09-MAY-17,YES,NO
FT_T_EXMB,,,0,0,09-MAY-17,YES,NO
FT_T_EXMC,,,0,0,09-MAY-17,YES,NO
FT_T_EXMM,,,0,0,09-MAY-17,YES,NO
FT_T_EXSC,,,0,0,09-MAY-17,YES,NO
FT_T_EXST,,,0,0,09-MAY-17,YES,NO
FT_T_EXTR,,,3384,3384,16-MAR-18,YES,NO
FT_T_FAGP,,,0,0,09-MAY-17,YES,NO
FT_T_FAGR,,,0,0,09-MAY-17,YES,NO
FT_T_FBDA,,,0,0,09-MAY-17,YES,NO
FT_T_FBIN,,,0,0,09-MAY-17,YES,NO
FT_T_FCDF,,,464,464,08-MAR-18,YES,NO
FT_T_FCIN,,,0,0,09-MAY-17,YES,NO
FT_T_FEBL,,,0,0,09-MAY-17,YES,NO
FT_T_FECH,,,0,0,05-MAR-18,YES,NO
FT_T_FEMH,,,0,0,09-MAY-17,YES,NO
FT_T_FEMR,,,0,0,09-MAY-17,YES,NO
FT_T_FEMS,,,0,0,09-MAY-17,YES,NO
FT_T_FERT,,,0,0,09-MAY-17,YES,NO
FT_T_FETP,,,0,0,09-MAY-17,YES,NO
FT_T_FETX,,,0,0,09-MAY-17,YES,NO
FT_T_FEXM,,,0,0,09-MAY-17,YES,NO
FT_T_FFRL,,,0,0,20-OCT-17,YES,NO
FT_T_FFRT,,,0,0,09-MAY-17,YES,NO
FT_T_FIAU,,,0,0,09-MAY-17,YES,NO
FT_T_FIBP,,,0,0,09-MAY-17,YES,NO
FT_T_FICL,,,0,0,08-JUN-17,YES,NO
FT_T_FICM,,,0,0,09-MAY-17,YES,NO
FT_T_FIDA,,,0,0,09-MAY-17,YES,NO
FT_T_FIDC,,,0,0,09-MAY-17,YES,NO
FT_T_FIDE,,,0,0,09-MAY-17,YES,NO
FT_T_FIDH,,,0,0,09-MAY-17,YES,NO
FT_T_FIEV,,,0,0,09-MAY-17,YES,NO
FT_T_FIGP,,,0,0,09-MAY-17,YES,NO
FT_T_FIGR,,,0,0,09-MAY-17,YES,NO
FT_T_FIGU,,,0,0,08-JUN-17,YES,NO
FT_T_FIID,,,205,205,05-MAR-18,YES,NO
FT_T_FINR,,,161,161,08-MAR-18,YES,NO
FT_T_FINS,,,339,339,05-MAR-18,YES,NO
FT_T_FINV,,,0,0,09-MAY-17,YES,NO
FT_T_FIP1,,,0,0,05-MAR-18,YES,NO
FT_T_FIRA,,,0,0,20-OCT-17,YES,NO
FT_T_FIRL,,,0,0,09-MAY-17,YES,NO
FT_T_FIRS,,,0,0,09-MAY-17,YES,NO
FT_T_FIRT,,,0,0,08-JUN-17,YES,NO
FT_T_FISP,,,0,0,09-MAY-17,YES,NO
FT_T_FISR,,,0,0,09-MAY-17,YES,NO
FT_T_FIST,,,0,0,09-MAY-17,YES,NO
FT_T_FLAR,,,0,0,09-MAY-17,YES,NO
FT_T_FLDF,,,19744,19744,08-MAR-18,YES,NO
FT_T_FLLG,,,0,0,09-MAY-17,YES,NO
FT_T_FLMR,,,0,0,09-MAY-17,YES,NO
FT_T_FLPD,,,391,391,09-MAY-17,YES,NO
FT_T_FLRD,,,0,0,09-MAY-17,YES,NO
FT_T_FLSP,,,0,0,09-MAY-17,YES,NO
FT_T_FLST,,,0,0,09-MAY-17,YES,NO
FT_T_FMMX,,,0,0,09-MAY-17,YES,NO
FT_T_FMTA,,,0,0,09-MAY-17,YES,NO
FT_T_FNCG,,,0,0,09-MAY-17,YES,NO
FT_T_FNCH,,,790,790,05-JUN-17,YES,NO
FT_T_FNIR,,,0,0,09-MAY-17,YES,NO
FT_T_FNLM,,,0,0,09-MAY-17,YES,NO
FT_T_FNSC,,,0,0,09-MAY-17,YES,NO
FT_T_FNSR,,,0,0,09-MAY-17,YES,NO
FT_T_FNST,,,0,0,09-MAY-17,YES,NO
FT_T_FNVD,,,0,0,09-MAY-17,YES,NO
FT_T_FNVS,,,0,0,05-MAR-18,YES,NO
FT_T_FOIN,,,0,0,09-MAY-17,YES,NO
FT_T_FOLN,,,0,0,09-MAY-17,YES,NO
FT_T_FORM,,,0,0,09-MAY-17,YES,NO
FT_T_FPAY,,,0,0,09-MAY-17,YES,NO
FT_T_FPGU,,,38,38,23-MAY-17,YES,NO
FT_T_FPID,,,0,0,09-MAY-17,YES,NO
FT_T_FPIP,,,0,0,09-MAY-17,YES,NO
FT_T_FPPR,,,0,0,09-MAY-17,YES,NO
FT_T_FPRO,,,53,53,20-OCT-17,YES,NO
FT_T_FPTR,,,0,0,05-MAR-18,YES,NO
FT_T_FRAP,,,816,816,12-JUN-17,YES,NO
FT_T_FRCA,,,104,104,05-MAR-18,YES,NO
FT_T_FRCH,,,0,0,09-MAY-17,YES,NO
FT_T_FRCL,,,0,0,09-MAY-17,YES,NO
FT_T_FRCP,,,0,0,09-MAY-17,YES,NO
FT_T_FRFM,,,0,0,09-MAY-17,YES,NO
FT_T_FRGC,,,0,0,09-MAY-17,YES,NO
FT_T_FRGP,,,0,0,09-MAY-17,YES,NO
FT_T_FRGR,,,0,0,09-MAY-17,YES,NO
FT_T_FRGU,,,0,0,09-MAY-17,YES,NO
FT_T_FRIA,,,0,0,09-MAY-17,YES,NO
FT_T_FRID,,,0,0,09-MAY-17,YES,NO
FT_T_FRIP,,,0,0,09-MAY-17,YES,NO
FT_T_FRMF,,,0,0,09-MAY-17,YES,NO
FT_T_FRMI,,,0,0,09-MAY-17,YES,NO
FT_T_FRMK,,,0,0,09-MAY-17,YES,NO
FT_T_FRPR,,,0,0,09-MAY-17,YES,NO
FT_T_FRRL,,,0,0,09-MAY-17,YES,NO
FT_T_FRRT,,,0,0,09-MAY-17,YES,NO
FT_T_FRST,,,0,0,09-MAY-17,YES,NO
FT_T_FSCL,,,0,0,09-MAY-17,YES,NO
FT_T_FSCT,,,0,0,09-MAY-17,YES,NO
FT_T_FSRG,,,0,0,09-MAY-17,YES,NO
FT_T_FSRH,,,0,0,09-MAY-17,YES,NO
FT_T_FSTA,,,0,0,20-OCT-17,YES,NO
FT_T_FTBG,,,0,0,09-MAY-17,YES,NO
FT_T_FTBL,,,0,0,09-MAY-17,YES,NO
FT_T_FTCG,,,0,0,09-MAY-17,YES,NO
FT_T_FTCH,,,0,0,09-MAY-17,YES,NO
FT_T_FTDI,,,0,0,09-MAY-17,YES,NO
FT_T_FTEX,,,0,0,09-MAY-17,YES,NO
FT_T_FTGP,,,0,0,09-MAY-17,YES,NO
FT_T_FTGR,,,0,0,09-MAY-17,YES,NO
FT_T_FVSH,,,0,0,09-MAY-17,YES,NO
FT_T_FVST,,,0,0,09-MAY-17,YES,NO
FT_T_FXCH,,,0,0,20-OCT-17,YES,NO
FT_T_FXRS,,,0,0,09-MAY-17,YES,NO
FT_T_FXRS,FT_T_FXRS_P0,,0,,09-MAY-17,YES,NO
FT_T_FXRT,,,0,0,09-MAY-17,YES,NO
FT_T_FXST,,,0,0,09-MAY-17,YES,NO
FT_T_FXST,FT_T_FXST_P0,,0,,09-MAY-17,YES,NO
FT_T_FXVI,,,0,0,09-MAY-17,YES,NO
FT_T_FXVI,FT_T_FXVI_P0,,0,,09-MAY-17,YES,NO
FT_T_GCCM,,,226,226,11-MAR-18,YES,NO
FT_T_GDCH,,,0,0,09-MAY-17,YES,NO
FT_T_GDOC,,,0,0,09-MAY-17,YES,NO
